food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H
767,Grilled Chicken,Lunch,Non-Veg,246,8.56,27.42,11.34,10.14,57.51,101.08,2.59,1.03,44.14,45.6,5.23,35.89,72.45,37.61,5.88,7.59,4.8
768,Oats Porridge,Breakfast,Veg,120,0.0,22.97,6.87,7.36,155.11,59.5,6.79,3.61,62.35,76.24,47.12,57.15,62.31,69.49,71.93,58.62,71.11
769,Grilled Chicken,Lunch,Non-Veg,143,0.0,28.68,16.91,4.63,192.03,51.45,7.6,2.29,23.24,73.8,86.93,79.69,58.87,34.96,78.53,9.04,61.4
770,Chapati with Curry,Lunch,Veg,104,0.0,14.59,24.92,4.08,300.31,95.57,4.73,4.17,85.53,51.94,22.68,0.7,49.68,25.46,55.78,88.45,16.25
771,Vegetable Upma,Breakfast,Veg,180,2.29,21.54,9.41,1.86,148.9,96.86,3.86,2.37,84.3,61.32,23.39,41.02,41.55,59.9,20.69,40.95,18.44
772,Paneer Curry,Dinner,Veg,230,2.44,12.45,18.94,4.83,202.35,65.1,0.93,3.63,46.6,52.16,65.48,83.39,64.08,15.52,3.34,63.68,8.45
773,Idli,Breakfast,Veg,293,57.86,11.9,1.55,11.93,43.24,84.15,1.39,0.45,80.91,35.66,49.54,64.83,53.64,29.08,54.21,72.55,85.36
774,Paneer Curry,Dinner,Veg,118,0.0,20.42,24.32,7.38,89.39,94.21,7.75,2.94,71.89,55.72,0.27,14.04,31.47,9.68,80.24,43.09,47.88
775,Paneer Curry,Dinner,Veg,182,9.05,18.63,7.92,14.2,132.84,100.96,4.52,4.27,42.21,68.64,15.25,35.28,1.89,41.9,40.35,34.02,43.2
776,Curd Rice,Lunch,Veg,402,51.95,2.34,20.54,10.7,289.12,49.9,4.07,3.41,7.07,53.97,2.68,32.17,56.85,20.79,70.29,52.06,85.94
777,Curd Rice,Lunch,Veg,320,6.35,26.35,21.02,3.18,245.85,95.77,7.91,3.94,24.14,8.97,22.51,89.68,1.13,0.89,22.07,6.68,36.48
778,Fruit Salad,Breakfast,Veg,425,97.31,2.71,2.77,14.72,23.7,111.63,1.55,1.5,50.07,83.26,19.75,32.45,67.9,2.59,53.63,54.73,43.6
779,Idli,Breakfast,Veg,223,4.82,23.75,12.08,4.89,292.53,55.81,6.47,1.53,53.36,7.88,61.07,9.04,84.55,21.07,17.98,5.09,55.26
780,Grilled Chicken,Lunch,Non-Veg,254,0.0,33.09,24.51,10.1,155.3,102.06,2.53,1.75,41.46,0.65,53.67,71.4,30.68,88.01,49.39,29.24,82.45
781,Vegetable Khichdi,Dinner,Veg,277,26.89,21.77,9.15,5.62,52.68,104.5,7.86,2.64,21.82,70.95,54.75,84.65,85.39,29.75,57.26,74.69,14.48
782,Fruit Salad,Breakfast,Veg,89,0.0,14.05,15.18,12.43,213.12,26.65,3.05,3.54,87.22,29.81,30.47,56.18,41.03,15.17,85.06,5.46,30.56
783,Fruit Salad,Breakfast,Veg,244,7.9,17.55,15.8,13.76,116.93,48.01,6.91,4.32,47.4,52.15,62.0,32.55,20.44,77.42,84.15,68.71,59.84
784,Vegetable Upma,Breakfast,Veg,239,21.69,3.39,15.41,8.18,325.55,25.32,7.43,4.07,32.87,59.28,58.72,0.79,16.64,63.16,77.95,16.44,81.19
785,Fish Curry,Dinner,Non-Veg,257,48.03,7.92,3.69,3.65,159.53,76.08,3.48,2.49,73.89,77.55,18.75,62.66,73.0,9.86,75.65,60.8,76.18
786,Egg Omelette,Dinner,Non-Veg,374,30.73,23.1,17.63,3.37,79.9,103.76,4.26,4.58,81.6,34.46,54.83,67.47,85.02,31.53,16.0,27.29,36.82
787,Grilled Chicken,Lunch,Non-Veg,147,0.0,32.31,18.22,7.33,298.69,54.64,1.63,2.1,10.8,6.05,50.3,57.74,62.38,30.88,27.93,79.08,87.53
788,Oats Porridge,Breakfast,Veg,153,0.0,3.15,20.54,4.06,155.65,25.25,5.72,1.39,68.92,61.15,3.82,66.39,23.35,60.19,59.65,73.88,0.25
789,Grilled Chicken,Lunch,Non-Veg,208,0.0,24.66,15.35,8.53,330.21,65.66,3.89,3.24,52.44,52.86,46.4,78.21,3.49,38.77,76.84,64.89,27.92
790,Fruit Salad,Breakfast,Veg,326,13.98,18.6,21.74,2.07,177.8,113.07,0.94,4.31,51.36,12.14,15.47,39.04,52.21,34.99,84.38,84.0,89.49
791,Rice and Dal,Lunch,Veg,90,0.0,11.22,9.12,2.98,209.53,35.37,6.0,0.4,20.31,47.16,48.3,1.83,77.66,33.33,43.93,69.44,71.23
792,Fish Curry,Dinner,Non-Veg,348,74.52,7.44,2.24,4.48,282.36,89.03,1.4,1.66,59.62,30.14,11.9,34.44,12.34,12.96,48.04,40.44,66.65
793,Dosa,Breakfast,Veg,254,2.55,8.8,23.18,5.95,259.67,113.36,7.48,0.4,89.07,35.26,9.94,71.24,19.19,65.73,72.57,21.56,59.67
794,Chapati with Curry,Lunch,Veg,400,66.77,4.21,12.9,8.22,120.54,67.94,7.97,3.48,59.11,34.36,5.6,35.2,82.39,21.5,22.01,7.55,15.9
795,Paneer Curry,Dinner,Veg,295,33.88,31.73,3.62,11.5,287.94,109.75,2.89,4.84,31.49,38.62,16.51,17.35,9.21,6.57,45.57,45.2,10.72
796,Rice and Dal,Lunch,Veg,181,6.38,4.22,15.4,5.52,263.07,53.42,0.65,2.38,61.07,80.54,17.04,13.04,83.56,9.76,24.24,12.68,39.94
797,Idli,Breakfast,Veg,114,0.0,26.45,13.51,13.25,193.66,87.87,5.28,1.02,88.45,79.91,65.44,23.91,44.29,71.82,89.23,14.87,55.92
798,Vegetable Upma,Breakfast,Veg,279,0.0,33.82,17.22,2.1,323.99,30.06,4.75,4.27,63.99,32.13,48.04,26.61,40.67,64.94,17.8,44.76,64.22
799,Fish Curry,Dinner,Non-Veg,392,66.93,24.79,2.79,11.66,160.17,113.24,1.0,2.26,53.02,21.31,4.89,58.91,13.14,60.28,50.11,3.13,58.46
800,Vegetable Khichdi,Dinner,Veg,427,51.35,31.1,10.8,8.96,47.76,94.95,2.34,3.5,36.23,39.82,75.93,7.25,81.02,9.0,32.4,70.71,67.15
801,Vegetable Khichdi,Dinner,Veg,135,0.0,20.44,11.22,12.85,149.45,108.72,3.14,1.13,77.29,29.58,30.48,34.01,68.84,5.34,44.89,24.64,38.12
802,Oats Porridge,Breakfast,Veg,212,33.02,9.34,4.73,1.68,336.82,64.71,7.04,2.72,17.32,86.22,80.94,54.64,75.42,25.11,59.83,47.71,14.89
803,Paneer Curry,Dinner,Veg,140,0.0,10.21,20.27,8.13,88.17,23.45,1.91,2.08,75.4,77.43,33.33,47.27,23.08,42.01,44.99,30.45,30.7
804,Curd Rice,Lunch,Veg,356,18.94,20.52,22.02,13.2,254.41,117.06,5.07,3.73,37.01,25.71,59.73,46.71,1.07,77.18,65.18,52.08,21.05
805,Dosa,Breakfast,Veg,156,4.94,26.61,3.31,9.73,28.75,54.33,2.38,4.31,36.15,25.53,81.81,1.31,58.13,31.78,56.27,72.14,62.7
806,Egg Omelette,Dinner,Non-Veg,390,78.12,9.82,4.25,12.13,37.93,46.81,5.41,3.99,76.33,14.38,55.8,57.69,61.45,0.28,1.28,9.12,26.04
807,Dosa,Breakfast,Veg,445,33.49,29.63,21.39,10.03,36.47,118.1,3.92,4.37,21.4,73.01,8.97,51.48,34.96,1.96,43.68,56.16,74.2
808,Grilled Chicken,Lunch,Non-Veg,80,0.0,28.31,21.15,4.23,84.52,82.6,3.28,0.95,38.99,26.34,41.63,33.87,34.01,61.41,27.76,65.91,85.43
809,Curd Rice,Lunch,Veg,426,90.24,2.04,6.32,7.58,30.03,19.63,3.72,1.2,50.04,54.14,0.64,33.66,10.39,5.59,75.4,39.23,34.88
810,Vegetable Soup,Dinner,Veg,143,0.0,25.27,6.4,5.4,240.35,108.95,3.4,2.11,47.22,42.88,77.1,24.14,68.61,88.78,67.0,51.2,49.59
811,Vegetable Soup,Dinner,Veg,249,0.0,34.93,20.24,9.3,50.06,105.9,5.88,4.5,53.71,49.67,85.86,13.05,46.6,77.97,70.62,80.62,77.51
812,Vegetable Soup,Dinner,Veg,174,0.0,10.73,23.76,3.43,285.24,13.95,4.74,3.45,73.32,69.57,4.34,20.82,65.44,69.04,33.44,44.09,77.02
813,Grilled Chicken,Lunch,Non-Veg,363,75.51,11.64,1.6,8.82,234.4,77.3,4.03,0.33,24.18,17.67,54.49,15.63,53.18,9.26,6.99,87.76,13.7
814,Grilled Chicken,Lunch,Non-Veg,92,0.0,29.69,22.13,9.52,266.98,12.84,7.39,3.58,51.6,52.81,22.06,18.45,43.11,31.16,26.62,61.74,36.94
815,Dosa,Breakfast,Veg,215,21.12,25.2,3.3,14.88,90.94,113.83,1.4,4.86,55.74,8.76,17.89,5.46,73.13,8.17,67.44,85.44,45.19
816,Vegetable Biryani,Lunch,Veg,293,9.62,34.87,12.78,8.72,267.19,58.8,7.66,1.72,75.15,8.71,74.11,13.0,24.18,53.3,33.15,50.84,77.59
817,Chapati with Curry,Lunch,Veg,241,28.46,18.29,6.0,10.16,218.19,78.65,1.1,3.6,33.39,16.04,85.73,69.39,53.26,43.92,0.23,55.06,54.68
818,Oats Porridge,Breakfast,Veg,185,0.0,14.39,24.04,7.12,134.8,118.8,1.51,1.91,21.34,35.44,74.65,52.95,42.94,25.48,16.01,85.34,25.28
819,Vegetable Khichdi,Dinner,Veg,259,21.36,33.35,4.46,8.9,63.76,39.52,0.72,3.7,87.16,18.85,12.94,44.86,81.16,0.82,71.87,73.78,18.47
820,Fruit Salad,Breakfast,Veg,289,26.24,12.71,14.8,3.13,309.85,22.08,3.8,0.51,38.09,61.41,85.95,59.48,89.24,55.79,20.79,27.46,68.21
821,Dosa,Breakfast,Veg,158,0.0,17.07,12.84,12.88,189.35,72.85,7.72,1.81,37.05,63.15,37.14,0.64,41.35,45.75,44.5,8.84,25.52
822,Vegetable Soup,Dinner,Veg,107,0.0,11.89,17.7,7.5,200.96,48.73,3.35,0.81,62.45,18.06,76.93,40.17,1.55,13.6,70.18,65.11,41.4
823,Fruit Salad,Breakfast,Veg,363,71.19,16.21,1.49,4.36,84.01,31.08,1.63,2.9,59.51,40.19,54.47,81.99,40.89,48.45,26.73,58.09,70.21
824,Vegetable Upma,Breakfast,Veg,428,66.8,26.93,5.9,12.51,171.49,113.42,4.67,0.64,28.45,34.15,18.07,78.57,42.54,39.83,77.7,62.17,55.56
825,Vegetable Upma,Breakfast,Veg,135,0.0,12.77,11.19,9.73,339.22,103.92,4.41,4.7,56.79,72.47,26.05,88.14,11.43,72.36,28.05,85.03,80.75
826,Chapati with Curry,Lunch,Veg,318,29.94,30.84,8.32,12.07,133.95,97.79,6.55,2.08,56.15,62.48,57.59,55.18,55.41,22.57,35.03,62.68,47.23
827,Vegetable Biryani,Lunch,Veg,186,0.0,24.24,14.95,14.81,324.89,116.59,6.22,3.44,71.63,27.43,3.89,84.05,37.2,86.48,62.52,36.69,11.23
828,Chapati with Curry,Lunch,Veg,236,40.23,5.65,5.83,4.63,25.72,103.94,3.53,2.77,21.68,29.7,13.81,21.25,88.27,44.15,5.75,29.35,1.91
829,Paneer Curry,Dinner,Veg,436,25.82,29.11,24.03,1.32,281.06,56.61,6.8,4.93,69.93,56.57,44.76,49.71,55.38,24.27,3.2,24.28,32.66
830,Grilled Chicken,Lunch,Non-Veg,293,37.33,18.53,7.73,10.37,23.53,93.98,1.09,0.6,49.54,44.31,0.7,39.41,35.31,14.62,5.2,62.12,64.87
831,Fruit Salad,Breakfast,Veg,259,21.4,32.75,4.71,8.16,287.87,51.74,5.49,4.16,32.54,61.91,84.04,82.3,81.58,20.96,10.0,85.11,52.11
832,Idli,Breakfast,Veg,391,63.11,12.93,9.65,12.94,325.14,91.63,0.71,1.43,70.2,54.63,45.86,32.33,41.35,15.82,35.31,51.8,30.01
833,Grilled Chicken,Lunch,Non-Veg,367,23.27,23.66,19.92,11.35,121.34,83.52,1.55,2.77,76.68,34.67,51.33,82.54,8.16,22.65,1.3,49.84,24.38
834,Chapati with Curry,Lunch,Veg,316,45.3,13.11,9.15,1.03,146.79,29.06,5.32,4.7,31.08,47.01,84.52,19.68,45.42,20.9,75.97,73.76,45.46
835,Fish Curry,Dinner,Non-Veg,190,0.0,28.82,8.37,12.94,66.64,29.13,2.32,1.42,56.07,2.02,86.78,7.77,10.98,11.01,85.57,46.81,58.21
836,Vegetable Upma,Breakfast,Veg,320,48.61,18.88,5.56,5.06,97.15,86.26,3.11,2.26,51.86,13.68,11.27,0.74,67.54,6.87,27.65,8.18,27.17
837,Idli,Breakfast,Veg,440,37.87,30.71,18.41,4.9,233.66,29.62,6.34,1.88,88.61,57.22,43.21,26.41,49.37,46.13,28.43,2.0,57.16
838,Grilled Chicken,Lunch,Non-Veg,314,9.82,34.19,15.33,9.99,55.31,12.36,3.65,3.07,61.87,67.11,45.9,29.19,26.41,31.99,86.96,6.71,82.6
839,Fish Curry,Dinner,Non-Veg,116,0.0,15.01,18.55,5.04,193.78,29.89,0.51,3.61,22.41,61.86,86.46,28.97,67.5,74.69,31.93,62.45,4.83
840,Paneer Curry,Dinner,Veg,174,0.0,25.37,12.45,7.42,97.12,76.45,1.25,2.55,16.03,2.6,85.04,63.61,15.65,42.93,81.78,36.38,30.41
841,Grilled Chicken,Lunch,Non-Veg,87,0.0,24.98,5.78,14.81,90.2,94.93,3.5,3.9,63.35,12.13,15.61,36.82,79.29,0.11,37.04,33.15,84.55
842,Idli,Breakfast,Veg,408,69.27,6.65,11.59,5.62,139.62,85.52,1.66,4.65,44.89,86.0,56.65,13.28,58.98,4.74,57.22,29.38,25.97
843,Vegetable Upma,Breakfast,Veg,105,0.0,33.93,15.12,8.78,332.08,89.07,2.72,1.16,85.2,9.79,46.91,17.71,24.65,35.17,49.05,56.85,41.64
844,Vegetable Soup,Dinner,Veg,156,3.66,20.76,6.48,13.74,129.7,67.06,4.43,4.47,6.37,31.74,31.76,52.88,28.25,44.23,60.28,87.53,1.13
845,Idli,Breakfast,Veg,310,0.0,31.43,20.59,4.56,243.1,35.58,5.23,2.24,23.14,18.07,16.34,79.37,88.16,84.62,50.98,23.28,52.99
846,Vegetable Khichdi,Dinner,Veg,213,0.0,14.59,20.54,1.8,297.43,79.75,3.3,3.28,29.31,4.32,60.28,53.32,23.87,14.05,44.67,60.74,26.46
847,Curd Rice,Lunch,Veg,190,0.0,14.3,23.69,6.48,309.01,43.42,5.36,0.6,41.5,25.33,3.91,76.17,61.22,66.86,4.98,28.22,60.21
848,Fruit Salad,Breakfast,Veg,134,0.0,26.22,3.53,3.74,320.51,87.04,5.18,1.36,52.82,82.69,80.51,35.43,35.45,71.64,65.72,29.2,8.63
849,Curd Rice,Lunch,Veg,401,51.12,23.28,11.49,3.1,232.88,73.38,3.73,4.54,73.5,48.99,59.15,24.1,3.75,63.45,27.17,15.56,37.77
850,Oats Porridge,Breakfast,Veg,303,24.74,12.29,17.21,10.86,208.63,30.63,5.77,4.86,60.88,3.83,38.67,29.75,40.29,50.96,65.52,8.9,69.28
851,Idli,Breakfast,Veg,187,0.0,30.32,8.92,13.51,334.69,99.27,3.63,0.72,11.1,29.22,82.43,89.39,65.0,59.16,51.19,72.81,72.21
852,Egg Omelette,Dinner,Non-Veg,296,15.42,7.53,22.69,8.59,48.02,32.89,2.57,1.95,43.7,16.82,23.29,85.23,81.39,49.12,34.07,1.16,84.75
853,Rice and Dal,Lunch,Veg,396,23.95,31.71,19.26,13.75,68.48,101.86,5.01,3.56,65.28,6.01,29.68,39.2,78.93,38.76,58.29,26.7,54.67
854,Vegetable Biryani,Lunch,Veg,148,0.0,30.95,8.06,13.63,287.36,97.44,7.75,1.57,77.1,42.75,25.82,62.43,51.49,3.78,25.65,81.9,36.58
855,Fruit Salad,Breakfast,Veg,351,46.72,19.59,9.53,9.57,338.56,115.92,4.0,0.76,5.72,23.1,65.6,26.29,50.44,54.25,18.34,32.93,55.94
856,Oats Porridge,Breakfast,Veg,179,0.0,18.3,21.54,11.38,130.9,42.22,4.43,3.96,27.67,80.2,45.65,58.55,46.34,6.94,43.74,29.18,31.68
857,Idli,Breakfast,Veg,264,19.92,21.19,11.06,11.94,153.5,58.69,6.17,0.96,37.92,88.92,86.66,88.93,16.61,53.12,16.65,66.9,52.02
858,Grilled Chicken,Lunch,Non-Veg,104,0.0,33.86,4.7,10.18,76.2,110.35,1.54,1.2,15.4,56.9,5.09,18.44,61.38,39.49,52.47,30.95,66.66
859,Grilled Chicken,Lunch,Non-Veg,281,32.34,22.12,7.02,12.83,33.37,28.7,0.84,3.93,74.76,49.19,4.19,17.69,50.41,61.8,67.98,27.04,83.36
860,Paneer Curry,Dinner,Veg,334,47.82,19.3,7.28,3.27,112.62,82.68,6.88,3.79,62.3,48.72,68.72,23.45,88.97,42.58,49.08,6.65,3.72
861,Rice and Dal,Lunch,Veg,85,0.0,24.91,11.86,8.93,58.27,51.53,4.56,3.21,20.74,23.56,36.14,11.63,20.71,50.77,46.76,80.45,57.98
862,Oats Porridge,Breakfast,Veg,324,26.82,17.62,16.25,10.95,41.97,79.39,2.57,2.6,31.19,65.36,72.09,28.4,76.27,76.26,2.42,41.04,13.85
863,Vegetable Upma,Breakfast,Veg,181,2.42,31.22,5.16,2.3,42.46,31.99,4.65,2.71,45.58,4.77,3.61,77.17,54.08,6.23,5.32,4.02,23.78
864,Vegetable Biryani,Lunch,Veg,383,45.12,6.76,19.5,11.41,153.48,116.53,7.5,0.91,48.68,26.94,82.38,21.11,6.47,31.77,72.58,79.63,53.86
865,Rice and Dal,Lunch,Veg,286,0.0,31.85,19.4,5.32,343.87,63.58,7.13,3.41,2.54,78.38,54.78,5.45,31.57,84.9,11.62,0.18,41.84
866,Vegetable Upma,Breakfast,Veg,290,14.26,19.61,17.17,1.85,335.8,49.63,6.82,4.02,49.31,12.97,52.68,61.59,18.69,86.7,25.42,22.06,80.66
867,Vegetable Khichdi,Dinner,Veg,183,27.76,8.9,4.04,13.7,329.91,51.86,7.46,0.93,22.94,53.55,41.55,50.64,5.74,38.67,59.98,44.38,19.11
868,Vegetable Biryani,Lunch,Veg,232,9.94,4.07,19.55,12.5,280.93,115.11,4.44,1.81,54.55,31.94,3.43,27.5,82.33,1.7,40.22,47.02,71.31
869,Idli,Breakfast,Veg,390,43.79,32.31,9.51,6.33,119.9,66.16,5.62,2.15,51.86,73.98,34.49,57.15,76.13,51.57,49.34,73.75,77.95
870,Fruit Salad,Breakfast,Veg,226,0.0,27.08,23.55,3.09,125.29,107.12,1.51,3.36,15.39,60.54,41.86,82.38,9.35,52.84,5.71,52.25,47.48
871,Oats Porridge,Breakfast,Veg,272,34.52,24.39,4.04,11.69,49.75,47.45,4.12,4.54,2.88,66.23,71.82,88.69,55.32,72.47,77.13,65.69,43.49
872,Fish Curry,Dinner,Non-Veg,228,11.19,9.18,16.28,10.86,53.82,95.94,7.69,4.83,45.26,30.14,27.1,10.65,84.59,67.74,7.58,89.73,10.49
873,Dosa,Breakfast,Veg,198,10.65,16.42,9.97,4.48,209.79,110.54,5.59,2.31,28.17,54.05,12.87,8.56,13.95,9.57,18.15,47.39,81.11
874,Vegetable Upma,Breakfast,Veg,231,17.52,3.49,16.33,3.95,69.44,77.6,7.32,1.5,14.86,86.34,11.38,63.8,42.78,40.4,32.79,31.41,59.15
875,Grilled Chicken,Lunch,Non-Veg,166,0.0,23.14,13.55,13.59,301.3,64.43,0.96,1.15,35.31,52.85,74.44,54.58,89.83,68.47,78.63,69.98,17.78
876,Egg Omelette,Dinner,Non-Veg,175,0.0,20.7,21.33,11.24,209.46,110.08,3.13,3.51,58.22,26.23,12.86,53.29,46.74,83.56,40.8,83.9,85.8
877,Curd Rice,Lunch,Veg,335,45.36,14.85,10.46,10.98,44.06,15.94,4.11,2.29,53.3,16.99,15.34,74.3,67.83,72.17,31.0,42.5,64.84
878,Vegetable Soup,Dinner,Veg,303,8.03,21.46,20.56,2.81,172.5,111.6,7.93,0.87,18.35,0.36,68.14,12.88,15.05,22.58,36.62,31.33,18.87
879,Vegetable Soup,Dinner,Veg,195,0.0,6.74,22.39,5.27,139.97,102.73,7.75,0.65,15.6,65.53,6.75,41.38,75.81,54.19,27.78,20.67,52.59
880,Rice and Dal,Lunch,Veg,364,26.07,14.08,22.6,8.13,299.84,59.27,3.11,2.8,66.17,33.26,13.11,22.45,0.18,21.25,20.55,51.81,17.02
881,Vegetable Khichdi,Dinner,Veg,225,3.3,24.06,12.84,6.63,58.22,59.97,6.05,0.47,56.13,77.04,68.2,24.66,51.25,20.18,49.9,57.71,31.12
882,Grilled Chicken,Lunch,Non-Veg,83,0.0,19.0,5.59,10.59,255.18,14.06,3.49,1.1,55.3,73.93,49.54,52.08,9.46,15.44,19.02,59.0,41.92
883,Idli,Breakfast,Veg,185,0.0,30.09,21.4,1.97,85.68,107.74,2.03,2.02,32.1,13.41,48.14,17.7,14.21,50.94,89.56,67.68,87.34
884,Vegetable Upma,Breakfast,Veg,160,26.23,6.68,3.15,6.97,346.71,25.37,5.52,2.59,69.54,21.8,77.67,66.41,74.2,41.31,14.55,55.08,47.98
885,Vegetable Biryani,Lunch,Veg,383,44.03,11.71,17.78,14.91,37.42,61.79,7.55,4.64,8.16,55.05,76.62,12.27,72.34,18.62,88.71,12.84,28.78
886,Oats Porridge,Breakfast,Veg,307,21.66,21.47,14.94,13.41,223.73,83.62,3.8,0.77,50.58,19.11,62.54,67.89,73.74,15.58,38.67,41.65,83.27
887,Idli,Breakfast,Veg,102,11.93,10.35,1.43,11.41,136.47,103.79,4.95,3.8,88.15,21.87,83.82,61.02,46.53,81.42,58.03,33.01,16.4
888,Vegetable Upma,Breakfast,Veg,297,10.09,10.92,23.66,11.11,65.14,115.63,1.53,3.49,47.73,85.28,69.55,22.01,52.85,45.42,22.16,10.76,29.39
889,Egg Omelette,Dinner,Non-Veg,344,47.63,6.8,14.03,3.15,345.12,92.62,6.45,3.34,75.48,50.88,25.44,72.22,22.37,88.29,38.47,26.48,22.37
890,Dosa,Breakfast,Veg,331,54.49,10.42,7.93,6.2,146.57,13.26,4.82,3.78,82.53,1.41,48.22,28.99,49.97,41.87,46.62,36.59,59.89
891,Oats Porridge,Breakfast,Veg,84,0.0,19.47,19.38,3.84,84.26,101.67,0.55,4.06,40.0,54.02,80.47,58.8,73.09,18.35,42.12,11.59,35.94
892,Egg Omelette,Dinner,Non-Veg,258,23.93,7.13,14.86,8.27,189.84,62.6,1.95,3.99,52.99,15.9,1.05,57.19,29.28,34.5,53.97,47.35,11.22
893,Egg Omelette,Dinner,Non-Veg,202,17.72,7.81,11.1,8.53,83.0,73.14,4.14,3.8,45.14,56.83,38.99,88.2,81.76,70.97,88.94,41.57,4.37
894,Fruit Salad,Breakfast,Veg,185,0.0,24.88,12.3,8.48,37.41,41.49,1.06,1.14,46.99,79.68,43.55,59.89,41.0,66.44,45.96,50.76,64.98
895,Vegetable Upma,Breakfast,Veg,379,50.23,30.28,6.33,6.38,299.16,59.19,2.29,2.35,20.19,45.78,59.72,38.02,57.07,78.51,39.32,18.34,46.44
896,Chapati with Curry,Lunch,Veg,124,5.47,20.17,2.38,7.19,169.85,106.9,3.44,0.82,81.19,50.05,76.69,80.87,55.12,18.57,0.13,30.74,24.95
897,Chapati with Curry,Lunch,Veg,333,45.34,20.52,7.73,11.64,87.09,39.56,4.96,2.94,13.31,86.84,46.25,58.03,1.28,7.06,65.19,16.37,12.26
898,Vegetable Soup,Dinner,Veg,99,0.0,15.58,24.6,12.48,252.37,87.91,5.76,4.46,80.86,10.15,9.32,22.49,68.44,8.05,37.21,11.1,43.29
899,Vegetable Biryani,Lunch,Veg,152,0.0,4.72,19.18,5.62,98.08,109.35,0.96,2.58,53.79,64.19,65.06,8.54,28.89,30.4,24.3,74.21,47.1
900,Paneer Curry,Dinner,Veg,434,40.01,29.27,17.43,10.81,272.08,94.13,1.21,4.06,3.56,69.03,76.43,64.87,1.44,69.46,33.13,22.19,18.33
901,Egg Omelette,Dinner,Non-Veg,377,61.01,28.97,1.9,13.97,190.49,21.35,0.55,4.32,43.78,59.79,51.66,19.76,0.72,61.22,84.49,8.28,17.19
902,Vegetable Biryani,Lunch,Veg,405,49.76,15.15,16.15,1.87,135.89,26.56,4.97,2.84,66.95,53.13,53.63,14.91,32.65,68.89,69.65,72.11,23.74
903,Vegetable Biryani,Lunch,Veg,283,21.19,2.2,21.05,5.49,276.77,79.33,3.25,2.91,32.56,34.89,70.23,14.16,84.58,36.25,27.32,77.64,70.98
904,Chapati with Curry,Lunch,Veg,249,39.3,5.09,7.94,7.98,73.72,21.2,4.33,4.59,51.24,79.24,71.86,41.11,45.83,42.83,24.33,33.23,39.04
905,Vegetable Khichdi,Dinner,Veg,323,66.19,4.53,4.46,7.69,279.99,56.66,3.91,0.43,44.33,86.2,46.27,24.9,43.42,73.88,33.5,75.01,76.11
906,Paneer Curry,Dinner,Veg,360,42.03,4.43,19.35,7.38,295.3,63.25,3.42,2.38,75.52,30.91,58.26,59.42,40.41,61.7,51.41,35.6,45.33
907,Oats Porridge,Breakfast,Veg,392,40.85,10.8,20.6,4.71,144.05,81.67,1.94,3.09,46.01,19.77,81.62,21.17,31.11,81.46,73.79,19.22,83.63
908,Fruit Salad,Breakfast,Veg,361,35.42,5.71,21.83,10.08,118.13,67.58,3.89,1.42,82.25,37.73,10.17,46.9,49.45,23.66,84.04,25.09,8.91
909,Paneer Curry,Dinner,Veg,361,36.69,25.95,12.27,6.99,78.74,100.17,3.68,4.51,15.16,7.02,30.89,86.44,12.04,31.07,7.89,44.62,79.47
910,Paneer Curry,Dinner,Veg,228,9.84,29.77,7.73,12.77,218.74,65.11,4.99,4.89,26.2,83.51,56.43,6.88,65.68,24.35,74.4,34.56,27.88
911,Chapati with Curry,Lunch,Veg,259,56.87,5.25,1.17,11.84,57.57,101.44,6.91,2.36,42.27,52.94,16.55,45.62,45.69,39.21,32.34,63.59,74.88
912,Paneer Curry,Dinner,Veg,418,52.64,18.76,14.71,10.74,127.17,35.42,1.14,3.95,15.1,18.57,79.94,13.16,82.82,44.8,34.28,10.95,54.57
913,Egg Omelette,Dinner,Non-Veg,420,29.3,31.51,19.64,2.57,26.95,93.31,1.03,4.59,55.01,0.4,13.39,80.65,8.93,41.61,4.08,15.14,32.94
914,Fish Curry,Dinner,Non-Veg,428,64.72,17.15,11.17,8.43,93.21,18.26,7.82,2.28,14.56,58.98,39.74,16.78,74.23,25.01,11.49,71.37,60.9
915,Vegetable Upma,Breakfast,Veg,430,79.46,21.0,3.13,14.8,102.43,29.51,5.16,4.33,1.87,41.49,68.34,59.42,5.2,27.77,86.6,56.91,22.97
916,Fish Curry,Dinner,Non-Veg,159,0.0,17.54,22.04,2.48,324.58,54.37,1.96,1.01,7.85,67.78,16.49,64.02,45.25,88.55,62.79,63.09,29.22
917,Idli,Breakfast,Veg,129,22.25,7.61,1.06,14.62,124.45,86.48,2.53,1.03,33.06,46.08,17.0,52.15,78.68,42.77,34.32,40.51,11.88
918,Dosa,Breakfast,Veg,438,88.8,10.51,4.53,6.73,290.41,100.48,5.42,1.78,8.24,27.08,61.38,10.89,76.32,22.35,11.05,73.56,4.42
919,Vegetable Biryani,Lunch,Veg,215,0.0,27.67,18.0,14.42,75.42,32.82,3.63,4.42,31.05,86.91,6.23,14.94,5.23,17.37,60.87,86.35,48.91
